[(0, 0, 0), (0, 255, 0), (255, 0, 0), (0, 0, 255), (255, 255, 0), (0, 255, 255), (255, 0, 255), (255, 255, 255)]
width and height 750 500
x,  5 y,  581 newpix, (0, 0, 0)
x,  5 y,  582 newpix, (0, 0, 0)
x,  5 y,  583 newpix, (0, 0, 0)
x,  5 y,  584 newpix, (0, 0, 0)
x,  5 y,  585 newpix, (0, 0, 0)
x,  5 y,  586 newpix, (0, 0, 0)
x,  5 y,  587 newpix, (0, 0, 0)
x,  5 y,  588 newpix, (0, 0, 0)
x,  5 y,  589 newpix, (0, 0, 0)
x,  5 y,  590 newpix, (0, 0, 0)
x,  5 y,  591 newpix, (0, 0, 0)
x,  5 y,  592 newpix, (0, 0, 0)
x,  6 y,  500 newpix, (0, 0, 0)
x,  6 y,  501 newpix, (0, 0, 0)
x,  6 y,  502 newpix, (0, 0, 0)
x,  6 y,  503 newpix, (0, 0, 0)
x,  6 y,  504 newpix, (0, 0, 0)
x,  6 y,  505 newpix, (0, 0, 0)
x,  6 y,  506 newpix, (0, 0, 0)
x,  6 y,  507 newpix, (0, 0, 0)
x,  6 y,  508 newpix, (0, 0, 0)
x,  6 y,  509 newpix, (0, 0, 0)
x,  6 y,  510 newpix, (0, 0, 0)
